Unnamed: 0,PassengerId,Survived,Sex,Age,Fare,Pclass_1,Pclass_2,Pclass_3,Family_size,Title_1,Title_2,Title_3,Title_4,Emb_1,Emb_2,Emb_3
189,190,0,1,0.45,0.0154115752137492,0,0,1,0.0,1,0,0,0,0,0,1
190,191,1,0,0.4,0.0253743101115454,0,1,0,0.0,1,0,0,0,0,0,1
191,192,0,1,0.2375,0.0253743101115454,0,1,0,0.0,1,0,0,0,0,0,1
192,193,1,0,0.2375,0.0153303774213923,0,0,1,0.1,0,0,0,1,0,0,1
193,194,1,1,0.0375,0.0507486202230909,0,1,0,0.2,0,0,1,0,0,0,1
194,195,1,0,0.55,0.0541073981338561,1,0,0,0.0,1,0,0,0,1,0,0
195,196,1,0,0.725,0.2859895551532101,1,0,0,0.0,0,0,0,1,1,0,0
196,197,0,1,0.35,0.0151269925664982,0,0,1,0.0,1,0,0,0,0,1,0
197,198,0,1,0.525,0.0164039059261115,0,0,1,0.1,1,0,0,0,0,0,1
198,199,1,0,0.35,0.0151269925664982,0,0,1,0.0,0,0,0,1,0,1,0
199,200,0,0,0.3,0.0253743101115454,0,1,0,0.0,1,0,0,0,0,0,1
200,201,0,1,0.35,0.0185427650815139,0,0,1,0.0,1,0,0,0,0,0,1
201,202,0,1,0.35,0.1357525590967682,0,0,1,1.0,1,0,0,0,0,0,1
202,203,0,1,0.425,0.0126789572017366,0,0,1,0.0,1,0,0,0,0,0,1
203,204,0,1,0.56875,0.0141022608119935,0,0,1,0.0,1,0,0,0,1,0,0
204,205,1,1,0.225,0.0157125535690723,0,0,1,0.0,1,0,0,0,0,0,1
205,206,0,0,0.025,0.0204214399647726,0,0,1,0.1,0,0,0,1,0,0,1
206,207,0,1,0.4,0.0309371396359996,0,0,1,0.1,1,0,0,0,0,0,1
207,208,1,1,0.325,0.0366707577862046,0,0,1,0.0,1,0,0,0,1,0,0
208,209,1,0,0.2,0.0151269925664982,0,0,1,0.0,0,0,0,1,0,1,0
209,210,1,1,0.5,0.060507970265993,1,0,0,0.0,1,0,0,0,1,0,0
210,211,0,1,0.3,0.0137606835604919,0,0,1,0.0,1,0,0,0,0,0,1
211,212,1,0,0.4375,0.0409892701801888,0,1,0,0.0,0,0,0,1,0,0,1
212,213,0,1,0.275,0.014151057562208,0,0,1,0.0,1,0,0,0,0,0,1
213,214,0,1,0.375,0.0253743101115454,0,1,0,0.0,1,0,0,0,0,0,1
214,215,0,1,0.35,0.0151269925664982,0,0,1,0.1,1,0,0,0,0,1,0
215,216,1,0,0.3875,0.2210980752219471,1,0,0,0.1,0,0,0,1,1,0,0
216,217,1,0,0.3375,0.0154685698179998,0,0,1,0.0,0,0,0,1,0,0,1
217,218,0,1,0.525,0.0527004902316713,0,1,0,0.1,1,0,0,0,0,0,1
218,219,1,0,0.4,0.1489114811336148,1,0,0,0.0,0,0,0,1,1,0,0
219,220,0,1,0.375,0.0204946350900944,0,1,0,0.0,1,0,0,0,0,0,1
220,221,1,1,0.2,0.0157125535690723,0,0,1,0.0,1,0,0,0,0,0,1
221,222,0,1,0.3375,0.0253743101115454,0,1,0,0.0,1,0,0,0,0,0,1
222,223,0,1,0.6375,0.0157125535690723,0,0,1,0.0,1,0,0,0,0,0,1
223,224,0,1,0.35,0.0154115752137492,0,0,1,0.0,1,0,0,0,0,0,1
224,225,1,1,0.475,0.1756683007722378,1,0,0,0.1,1,0,0,0,0,0,1
225,226,0,1,0.275,0.0182499845802269,0,0,1,0.0,1,0,0,0,0,0,1
226,227,1,1,0.2375,0.0204946350900944,0,1,0,0.0,1,0,0,0,0,0,1
227,228,0,1,0.25625,0.014151057562208,0,0,1,0.0,1,0,0,0,0,0,1
228,229,0,1,0.225,0.0253743101115454,0,1,0,0.0,1,0,0,0,0,0,1
229,230,0,0,0.35,0.0497076879475149,0,0,1,0.4,0,0,0,1,0,0,1
230,231,1,0,0.4375,0.1629323489662505,1,0,0,0.1,1,0,0,0,0,0,1
231,232,0,1,0.3625,0.0151757893167127,0,0,1,0.0,1,0,0,0,0,0,1
232,233,0,1,0.7375,0.0263502451158356,0,1,0,0.0,1,0,0,0,0,0,1
233,234,1,0,0.0625,0.0612643198943179,0,0,1,0.6,0,0,0,1,0,0,1
234,235,0,1,0.3,0.0204946350900944,0,1,0,0.0,1,0,0,0,0,0,1
235,236,0,0,0.35,0.0147366185647821,0,0,1,0.0,0,0,0,1,0,0,1
236,237,0,1,0.55,0.0507486202230909,0,1,0,0.1,1,0,0,0,0,0,1
237,238,1,0,0.1,0.051236587725236,0,1,0,0.2,0,0,0,1,0,0,1
238,239,0,1,0.2375,0.0204946350900944,0,1,0,0.0,1,0,0,0,0,0,1
239,240,0,1,0.4125,0.0239592043553246,0,1,0,0.0,1,0,0,0,0,0,1
240,241,0,0,0.35,0.0282127194780231,0,0,1,0.1,0,0,0,1,1,0,0
241,242,1,0,0.35,0.0302539851329965,0,0,1,0.1,0,0,0,1,0,1,0
242,243,0,1,0.3625,0.0204946350900944,0,1,0,0.0,1,0,0,0,0,0,1
243,244,0,1,0.275,0.0139070738111354,0,0,1,0.0,1,0,0,0,0,0,1
244,245,0,1,0.375,0.0141022608119935,0,0,1,0.0,1,0,0,0,1,0,0
245,246,0,1,0.55,0.1756683007722378,1,0,0,0.2,1,0,0,0,0,1,0
246,247,0,0,0.3125,0.0151757893167127,0,0,1,0.0,0,0,0,1,0,0,1
247,248,1,0,0.3,0.028302115124416,0,1,0,0.2,1,0,0,0,0,0,1
248,249,1,1,0.4625,0.1025789668049371,1,0,0,0.2,1,0,0,0,0,0,1
249,250,0,1,0.675,0.0507486202230909,0,1,0,0.1,1,0,0,0,0,0,1
250,251,0,1,0.35,0.014151057562208,0,0,1,0.0,1,0,0,0,0,0,1
251,252,0,0,0.3625,0.0204214399647726,0,0,1,0.2,1,0,0,0,0,0,1
252,253,0,1,0.775,0.0518221487278101,1,0,0,0.0,1,0,0,0,0,0,1
253,254,0,1,0.375,0.0314251071381447,0,0,1,0.1,1,0,0,0,0,0,1
254,255,0,0,0.5125,0.0394521725484317,0,0,1,0.2,1,0,0,0,0,0,1
255,256,1,0,0.3625,0.0297578197768153,0,0,1,0.2,1,0,0,0,1,0,0
256,257,1,0,0.35,0.1545881046795693,1,0,0,0.0,1,0,0,0,1,0,0
257,258,1,0,0.375,0.1688367557422063,1,0,0,0.0,0,0,0,1,0,0,1
258,259,1,0,0.4375,1.0,1,0,0,0.0,0,0,0,1,1,0,0
259,260,1,0,0.625,0.0507486202230909,0,1,0,0.1,1,0,0,0,0,0,1
260,261,0,1,0.35,0.0151269925664982,0,0,1,0.0,1,0,0,0,0,1,0
261,262,1,1,0.0375,0.0612643198943179,0,0,1,0.6,0,0,1,0,0,0,1
262,263,0,1,0.65,0.1554664461834305,1,0,0,0.2,1,0,0,0,0,0,1
263,264,0,1,0.5,0.0,1,0,0,0.0,1,0,0,0,0,0,1
264,265,0,0,0.35,0.0151269925664982,0,0,1,0.0,0,0,0,1,0,1,0
265,266,0,1,0.45,0.0204946350900944,0,1,0,0.0,1,0,0,0,0,0,1
266,267,0,1,0.2,0.0774648409655354,0,0,1,0.5,1,0,0,0,0,0,1
267,268,1,1,0.3125,0.0151757893167127,0,0,1,0.1,1,0,0,0,0,0,1
268,269,1,0,0.725,0.2995388511917728,1,0,0,0.1,1,0,0,0,0,0,1
269,270,1,0,0.4375,0.2647385704347907,1,0,0,0.0,0,0,0,1,0,0,1
270,271,0,1,0.35,0.060507970265993,1,0,0,0.0,1,0,0,0,0,0,1
271,272,1,1,0.3125,0.0,0,0,1,0.0,1,0,0,0,0,0,1
272,273,1,0,0.5125,0.0380614651673182,0,1,0,0.1,1,0,0,0,0,0,1
273,274,0,1,0.4625,0.0579705392548384,1,0,0,0.1,1,0,0,0,1,0,0
274,275,1,0,0.35,0.0151269925664982,0,0,1,0.0,0,0,0,1,0,1,0
275,276,1,0,0.7875,0.1521644676899149,1,0,0,0.1,0,0,0,1,0,0,1
276,277,0,0,0.5625,0.0151269925664982,0,0,1,0.0,0,0,0,1,0,0,1
277,278,0,1,0.35,0.0,0,1,0,0.0,1,0,0,0,0,0,1
278,279,0,1,0.0875,0.0568482139999047,0,0,1,0.5,0,0,1,0,0,1,0
279,280,1,0,0.4375,0.0395253676737535,0,0,1,0.2,1,0,0,0,0,0,1
280,281,0,1,0.8125,0.0151269925664982,0,0,1,0.0,1,0,0,0,0,1,0
281,282,0,1,0.35,0.0153303774213923,0,0,1,0.0,1,0,0,0,0,0,1
282,283,0,1,0.2,0.0185427650815139,0,0,1,0.0,1,0,0,0,0,0,1
283,284,1,1,0.2375,0.0157125535690723,0,0,1,0.0,1,0,0,0,0,0,1
284,285,0,1,0.35,0.0507486202230909,1,0,0,0.0,1,0,0,0,0,0,1
285,286,0,1,0.4125,0.0169080739493278,0,0,1,0.0,1,0,0,0,1,0,0
286,287,1,1,0.375,0.0185427650815139,0,0,1,0.0,1,0,0,0,0,0,1
287,288,0,1,0.275,0.0154115752137492,0,0,1,0.0,1,0,0,0,0,0,1
288,289,1,1,0.525,0.0253743101115454,0,1,0,0.0,1,0,0,0,0,0,1
289,290,1,0,0.275,0.0151269925664982,0,0,1,0.0,0,0,0,1,0,1,0
290,291,1,0,0.325,0.1539049501765661,1,0,0,0.0,0,0,0,1,0,0,1
291,292,1,0,0.2375,0.1777747588854978,1,0,0,0.1,1,0,0,0,1,0,0
292,293,0,1,0.45,0.0251303263604729,0,1,0,0.0,1,0,0,0,1,0,0
293,294,0,0,0.3,0.0172740495759367,0,0,1,0.0,0,0,0,1,0,0,1
294,295,0,1,0.3,0.0154115752137492,0,0,1,0.0,1,0,0,0,0,0,1
295,296,0,1,0.35,0.0541073981338561,1,0,0,0.0,1,0,0,0,1,0,0
296,297,0,1,0.29375,0.0141104586660295,0,0,1,0.0,1,0,0,0,1,0,0
297,298,0,0,0.025,0.2958058998003627,1,0,0,0.3,0,0,0,1,0,0,1
298,299,1,1,0.35,0.0595320352617028,1,0,0,0.0,1,0,0,0,0,0,1
299,300,1,0,0.625,0.4831284260198326,1,0,0,0.1,1,0,0,0,1,0,0
300,301,1,0,0.35,0.0151269925664982,0,0,1,0.0,0,0,0,1,0,1,0
301,302,1,1,0.35,0.0453809776994947,0,0,1,0.2,1,0,0,0,0,1,0
302,303,0,1,0.2375,0.0,0,0,1,0.0,1,0,0,0,0,0,1
303,304,1,0,0.35,0.0241055946059681,0,1,0,0.0,0,0,0,1,0,1,0
304,305,0,1,0.35,0.0157125535690723,0,0,1,0.0,1,0,0,0,0,0,1
