rooms,bedrooms,population,households,value,inland
1279,287.0,534.0,291,231600,0
5022,1750.0,2558.0,1661,218500,0
4190,1105.0,1786.0,1037,234100,0
2515,399.0,970.0,373,327600,1
3175,454.0,1098.0,485,347600,0
2576,406.0,794.0,376,366100,1
334,54.0,98.0,47,335000,0
2800,411.0,1061.0,403,373600,1
3529,574.0,1177.0,555,389500,0
2612,365.0,901.0,367,391100,0
5287,1048.0,2031.0,956,337300,1
2935,473.0,1031.0,479,295200,0
3424,597.0,1358.0,597,292300,1
4991,674.0,1616.0,654,411500,1
2211,346.0,844.0,343,311500,0
3038,490.0,1140.0,496,325900,1
1617,210.0,533.0,194,392600,1
2865,460.0,1072.0,443,319300,0
5065,788.0,1627.0,766,333300,1
1589,223.0,542.0,211,351200,0
1791,271.0,661.0,269,368900,1
1835,264.0,635.0,263,365900,1
1229,181.0,420.0,176,366700,1
3770,534.0,1265.0,500,362800,1
292,38.0,126.0,52,483300,0
2375,333.0,813.0,350,331400,1
2964,436.0,1067.0,426,323500,1
2833,605.0,1260.0,552,216700,1
2254,535.0,951.0,487,233100,1
1389,212.0,510.0,224,296400,1
1971,335.0,765.0,308,273700,1
2183,465.0,1129.0,460,227700,1
2286,464.0,1073.0,441,199600,1
2721,541.0,1185.0,515,239800,1
2024,339.0,756.0,340,270100,1
2944,536.0,1034.0,521,302100,0
2033,486.0,787.0,459,269500,1
1433,229.0,612.0,213,314700,0
2927,402.0,1021.0,380,390100,0
2315,292.0,861.0,258,410300,0
2485,313.0,953.0,327,352400,0
1490,238.0,634.0,256,287300,0
2814,365.0,878.0,352,348700,0
2093,550.0,918.0,483,243800,0
888,168.0,360.0,175,211500,0
2087,510.0,1197.0,488,218400,0
2513,502.0,1048.0,518,269900,0
3232,835.0,1373.0,747,218800,1
4120,1065.0,1715.0,1015,225000,0
2364,792.0,1359.0,722,250000,0
1471,469.0,1062.0,413,171400,0
2468,864.0,1335.0,773,193800,0
1632,492.0,1171.0,429,125000,0
1786,526.0,1475.0,460,97500,0
629,188.0,742.0,196,125000,0
1339,391.0,1086.0,363,138800,0
1678,606.0,1645.0,543,116700,0
2344,647.0,1710.0,644,151800,0
996,228.0,731.0,228,127000,0
1591,373.0,1118.0,347,128600,0
1586,398.0,1006.0,335,140600,0
2046,588.0,1213.0,554,182700,0
1192,289.0,772.0,257,146900,0
1803,420.0,1321.0,401,122800,0
2838,749.0,1487.0,677,169300,0
783,184.0,488.0,186,126600,0
1590,414.0,949.0,392,127900,0
1746,480.0,1149.0,415,123500,0
1252,299.0,844.0,280,111900,0
5963,1344.0,4367.0,1231,112800,0
1783,395.0,1659.0,412,107900,0
999,264.0,1011.0,263,137500,0
1469,431.0,1464.0,389,105500,0
1372,395.0,1237.0,303,95500,0
674,180.0,647.0,168,116100,1
1626,376.0,1284.0,357,112200,1
175,43.0,228.0,55,75000,1
461,129.0,381.0,123,112500,0
902,237.0,846.0,227,125000,1
2373,779.0,1659.0,676,115000,1
391,128.0,520.0,138,95000,0
1137,301.0,866.0,259,96400,0
769,206.0,612.0,183,72000,0
472,146.0,415.0,126,71300,1
862,215.0,994.0,213,80800,0
1920,530.0,1525.0,477,128800,0
1420,472.0,1506.0,438,112500,0
986,258.0,1008.0,255,119400,0
2340,825.0,2813.0,751,118100,0
1696,396.0,1481.0,343,122500,0
1175,217.0,859.0,219,106300,0
2343,574.0,1608.0,523,132500,0
610,145.0,425.0,140,122700,0
930,199.0,564.0,184,113300,0
1487,314.0,961.0,272,109500,0
3424,690.0,2273.0,685,164700,0
762,190.0,600.0,195,125000,0
2366,575.0,1647.0,527,124700,0
1826,450.0,1201.0,424,136700,0
3049,711.0,2167.0,659,141700,0
1640,376.0,939.0,340,150000,1
1543,307.0,859.0,292,138800,1
2364,557.0,1517.0,516,139200,1
1745,409.0,1143.0,386,143800,1
2003,500.0,1109.0,464,156500,1
2018,447.0,1221.0,446,151000,1
3045,499.0,1115.0,455,273000,0
1547,293.0,706.0,268,217100,0
3519,711.0,1883.0,706,187100,0
2070,354.0,804.0,340,239600,0
1321,263.0,506.0,252,229700,0
1694,259.0,610.0,238,257300,0
1938,341.0,768.0,332,246900,1
968,195.0,462.0,184,179900,0
1060,256.0,667.0,235,169600,1
2041,405.0,1059.0,399,203300,1
1813,271.0,637.0,277,263400,0
2718,451.0,1106.0,454,231800,0
3144,761.0,1737.0,669,140500,0
1802,459.0,1009.0,390,126000,0
882,195.0,737.0,210,122000,0
1621,452.0,1354.0,491,134700,0
2115,533.0,1530.0,474,139400,0
2021,528.0,1410.0,480,115400,0
2239,508.0,1390.0,569,137300,0
1477,300.0,1065.0,269,137000,0
1056,224.0,792.0,245,142600,0
898,244.0,779.0,245,137500,1
2968,710.0,2269.0,610,111700,1
1702,460.0,1227.0,407,126800,1
881,248.0,753.0,241,111300,1
1776,473.0,1807.0,440,102300,1
1678,514.0,1700.0,495,131900,1
1637,463.0,1543.0,393,119100,1
1420,314.0,1085.0,300,80600,1
591,173.0,353.0,137,80600,0
745,153.0,473.0,149,88800,0
2272,498.0,1621.0,483,102400,0
1234,375.0,1183.0,354,98700,1
1017,328.0,836.0,277,100000,0
932,254.0,900.0,263,92300,1
2689,597.0,1888.0,537,94800,1
1547,415.0,1024.0,341,102000,1
2300,443.0,1225.0,423,158400,0
1752,399.0,1071.0,376,121600,0
1867,403.0,1128.0,378,129100,0
2430,502.0,1537.0,484,121400,1
1729,414.0,1240.0,393,102800,0
1026,180.0,469.0,168,160000,0
2170,428.0,1086.0,425,143900,0
2329,445.0,1144.0,417,151200,0
2492,415.0,1109.0,375,164400,0
2198,397.0,984.0,369,156500,0
142,31.0,575.0,47,225000,0
1183,205.0,496.0,209,174200,0
1070,193.0,555.0,190,166900,0
1766,332.0,869.0,327,163500,0
617,95.0,236.0,106,253000,0
1411,233.0,626.0,214,240700,0
2109,387.0,922.0,329,208100,0
1229,243.0,582.0,256,198100,0
954,217.0,546.0,201,172800,0
1643,262.0,620.0,266,336700,0
1355,195.0,442.0,195,318200,0
2317,336.0,955.0,328,285800,0
2459,317.0,916.0,324,293000,0
12842,2048.0,4985.0,1967,371000,0
1524,260.0,651.0,267,157300,0
3326,746.0,1704.0,703,135300,0
1985,440.0,1085.0,407,136700,0
1642,322.0,713.0,284,160700,1
893,177.0,468.0,181,140600,1
653,128.0,296.0,121,144000,1
977,194.0,446.0,180,156300,1
2324,397.0,968.0,384,176000,1
1583,349.0,857.0,316,145800,0
1612,342.0,912.0,322,141900,1
2424,533.0,1360.0,452,90700,1
1594,367.0,1074.0,355,90600,1
2118,413.0,965.0,382,107900,1
1575,358.0,933.0,320,107000,1
1764,397.0,987.0,354,98200,1
1187,261.0,907.0,246,89500,1
754,175.0,447.0,165,93800,1
2308,452.0,1299.0,451,96700,1
909,236.0,396.0,157,97500,1
1180,257.0,877.0,268,97300,1
2018,408.0,1111.0,367,91200,1
1368,282.0,790.0,269,91400,1
2744,547.0,1479.0,554,96200,1
2107,471.0,1173.0,438,120100,1
1748,362.0,1029.0,366,100000,1
2024,391.0,1030.0,350,94700,1
1116,259.0,826.0,279,85700,1
2036,510.0,1412.0,454,89300,1
1852,393.0,1132.0,349,101400,1
921,207.0,522.0,159,72500,1
995,238.0,630.0,237,74100,1
606,132.0,531.0,133,70000,1
2680,736.0,1925.0,667,84600,1
1493,370.0,1144.0,351,81800,1
2207,565.0,1481.0,520,81400,1
856,189.0,435.0,162,81800,1
1293,297.0,984.0,303,85800,1
847,212.0,567.0,159,87100,1
541,154.0,380.0,123,83500,1
1066,253.0,825.0,244,79700,1
707,147.0,417.0,155,83400,0
1528,291.0,801.0,287,84700,0
909,215.0,646.0,198,80000,0
1391,293.0,855.0,285,76400,0
548,119.0,435.0,136,79700,0
4074,874.0,2736.0,780,82400,0
1613,445.0,1481.0,414,97700,0
463,134.0,327.0,137,97200,0
818,193.0,494.0,179,101600,0
1473,371.0,1231.0,341,86500,0
504,126.0,323.0,109,90500,0
1026,226.0,749.0,225,107600,0
769,183.0,693.0,178,84200,0
2103,391.0,1339.0,354,88900,1
330,76.0,282.0,80,80700,1
941,218.0,621.0,195,87100,1
990,261.0,901.0,260,82000,0
1126,263.0,482.0,150,82800,0
1036,233.0,652.0,213,84600,0
1047,214.0,651.0,166,82100,0
1280,307.0,999.0,286,89300,0
1587,320.0,907.0,306,98300,0
1257,271.0,828.0,230,92300,0
1218,248.0,763.0,254,88800,1
1751,390.0,935.0,349,90000,1
2299,514.0,1437.0,484,95500,1
2457,624.0,1516.0,482,91700,0
998,211.0,597.0,185,100400,0
1685,343.0,949.0,342,94800,0
1827,307.0,881.0,302,164300,0
2781,574.0,1438.0,519,155500,0
1823,286.0,763.0,270,196900,0
2229,365.0,1297.0,355,279100,0
1513,231.0,545.0,211,252800,0
3266,491.0,1222.0,533,275400,0
1809,261.0,808.0,219,250000,1
794,111.0,329.0,109,329800,1
690,105.0,299.0,109,195500,1
414,54.0,137.0,50,311100,0
768,93.0,229.0,93,330000,0
4400,666.0,1476.0,648,248900,0
954,161.0,429.0,154,142900,0
1445,256.0,849.0,255,126300,0
1938,399.0,946.0,331,135800,0
856,178.0,571.0,191,130600,0
1790,454.0,1137.0,386,107900,0
617,131.0,378.0,135,111100,0
1383,275.0,853.0,272,122000,0
1325,277.0,764.0,282,118000,1
1227,294.0,928.0,261,95200,1
667,140.0,406.0,133,94300,1
1223,281.0,824.0,280,92500,1
1379,287.0,835.0,259,91800,0
1534,300.0,826.0,295,109400,0
1029,181.0,567.0,211,129500,0
771,147.0,355.0,144,143400,0
824,223.0,533.0,166,98200,0
1097,239.0,609.0,215,103100,0
1283,238.0,576.0,236,276800,0
1604,263.0,594.0,286,270900,0
2248,422.0,870.0,377,246200,0
2263,522.0,1027.0,509,224200,0
1571,349.0,693.0,326,229100,0
1520,402.0,815.0,375,211600,0
5083,1212.0,2420.0,1146,256100,0
1077,293.0,518.0,276,206300,0
1248,283.0,620.0,275,221300,0
1342,291.0,551.0,266,207400,0
3061,930.0,2556.0,924,350000,0
3171,698.0,1498.0,696,218200,0
1211,261.0,523.0,227,216700,1
979,175.0,374.0,153,270600,1
2269,380.0,1004.0,371,261400,1
1844,332.0,769.0,334,261300,1
2178,421.0,940.0,423,232200,0
1650,274.0,645.0,256,375400,1
1927,279.0,705.0,288,357300,1
2079,273.0,684.0,275,374400,1
1803,240.0,572.0,236,358800,1
2041,270.0,671.0,253,417500,0
3046,373.0,975.0,365,430500,0
2318,328.0,779.0,312,362900,0
2003,250.0,658.0,244,397000,0
2261,328.0,819.0,335,346800,0
1225,169.0,412.0,168,327100,0
2315,408.0,835.0,369,290100,0
2070,329.0,722.0,306,292000,0
2616,473.0,1085.0,487,270900,0
2640,366.0,973.0,355,371100,0
1978,293.0,723.0,272,335600,0
2220,335.0,903.0,362,371300,0
1125,195.0,356.0,181,344000,0
3078,494.0,1005.0,462,342200,0
3706,531.0,1205.0,504,370900,0
3000,457.0,987.0,450,350000,0
2863,460.0,1031.0,448,368600,0
2551,417.0,894.0,404,391800,0
2255,410.0,823.0,377,415300,0
3360,648.0,1232.0,621,284900,0
1693,391.0,669.0,367,287500,0
2252,592.0,989.0,550,272900,0
1193,200.0,506.0,207,254500,0
1172,215.0,489.0,218,235600,0
2159,424.0,824.0,388,218400,1
2365,490.0,1034.0,475,229200,1
1895,442.0,920.0,425,192100,0
1650,395.0,841.0,380,179300,1
453,146.0,749.0,137,187500,1
409,97.0,208.0,98,138800,1
503,118.0,228.0,100,150000,1
499,127.0,287.0,128,140600,0
477,119.0,218.0,106,120000,0
1647,376.0,854.0,355,144800,0
3123,749.0,1695.0,684,144800,0
957,188.0,403.0,172,245500,0
589,132.0,288.0,131,200000,0
2026,548.0,963.0,521,173700,0
1829,536.0,1129.0,516,185600,0
895,198.0,386.0,204,182600,0
1909,416.0,811.0,406,227900,0
3022,696.0,1293.0,675,220700,0
1777,446.0,805.0,431,212000,0
2803,930.0,1372.0,876,271400,0
1465,439.0,862.0,425,268800,0
2619,682.0,1152.0,616,277800,0
1149,255.0,483.0,249,332500,0
2363,604.0,1558.0,573,338900,0
2604,837.0,1798.0,769,287500,1
685,141.0,266.0,123,384600,1
1204,460.0,2016.0,477,350000,1
609,236.0,1349.0,250,500001,0
1087,371.0,3337.0,350,175000,0
2773,998.0,1721.0,949,241700,0
3218,1108.0,1675.0,1000,216700,0
1350,368.0,707.0,350,211300,0
3084,698.0,1424.0,694,210200,0
938,195.0,393.0,189,196400,0
1813,353.0,828.0,339,191700,0
1233,300.0,571.0,292,182300,0
2539,755.0,1382.0,713,175000,0
1267,324.0,792.0,321,165900,0
1665,404.0,815.0,372,156900,0
1659,367.0,788.0,346,164300,0
2225,460.0,1145.0,430,150000,0
2485,607.0,1354.0,563,150500,0
2031,450.0,958.0,445,169900,0
2932,668.0,1361.0,608,147400,1
2246,472.0,1005.0,449,152700,1
2052,435.0,924.0,414,182700,1
1999,417.0,780.0,358,179300,0
3007,691.0,1582.0,636,157700,0
2214,550.0,1213.0,568,153100,0
1088,305.0,486.0,267,250000,0
834,186.0,494.0,175,206300,0
1769,372.0,849.0,365,218800,0
2307,583.0,1127.0,548,198200,0
5161,1744.0,3276.0,1742,253600,0
3497,832.0,1493.0,794,257400,0
3774,744.0,1461.0,679,289500,0
2888,604.0,1253.0,538,241700,0
2153,517.0,1656.0,459,489600,0
1389,191.0,514.0,202,446200,0
1709,318.0,719.0,295,456300,0
1587,444.0,878.0,449,336800,0
1668,225.0,517.0,214,500001,0
3726,474.0,1366.0,496,500001,0
4048,663.0,1316.0,590,376900,1
3618,768.0,1508.0,755,309600,1
4076,920.0,1800.0,815,182300,1
2077,400.0,719.0,326,172700,1
1279,300.0,675.0,255,150800,1
1974,426.0,875.0,363,153600,1
335,83.0,152.0,77,106300,0
1375,307.0,843.0,319,142300,0
610,145.0,281.0,132,119400,0
1025,198.0,506.0,204,147900,0
2063,484.0,1054.0,466,132900,0
1872,419.0,1017.0,414,132500,0
3108,813.0,1623.0,765,126900,0
7355,2408.0,3100.0,2051,143800,0
2990,379.0,947.0,361,500001,0
2492,310.0,808.0,315,500001,0
2991,335.0,1018.0,335,500001,0
3242,366.0,1001.0,352,500001,0
3051,381.0,1005.0,369,466100,0
3494,396.0,1192.0,383,500001,0
1757,246.0,585.0,227,457800,0
2449,312.0,916.0,316,471600,1
1611,203.0,556.0,179,500001,1
2474,403.0,1104.0,398,340700,1
3037,516.0,1242.0,518,289900,1
2269,323.0,805.0,321,335300,0
1316,177.0,378.0,162,333000,0
1153,235.0,481.0,223,241000,0
772,179.0,409.0,160,189600,0
1711,386.0,885.0,373,206300,1
2650,566.0,1468.0,567,215700,1
1038,220.0,482.0,215,210200,1
1527,320.0,825.0,264,208800,0
859,157.0,429.0,158,197900,0
970,217.0,528.0,208,201300,0
1045,239.0,496.0,216,190800,1
1408,280.0,718.0,265,207900,1
1222,264.0,630.0,265,215300,0
1169,263.0,723.0,286,212900,0
2020,535.0,959.0,486,292700,1
4145,869.0,3668.0,855,275000,0
2038,368.0,2037.0,355,200000,1
1241,309.0,821.0,300,102200,1
1468,363.0,870.0,347,220800,0
3997,1073.0,1901.0,966,242800,1
2873,763.0,1243.0,663,265400,1
1487,306.0,730.0,327,219000,1
1670,350.0,793.0,299,282100,1
2252,388.0,1033.0,434,372000,1
1731,377.0,872.0,363,225800,1
1710,481.0,849.0,457,220800,0
2388,559.0,1121.0,518,234500,0
2156,458.0,872.0,445,254200,0
1565,315.0,637.0,297,351800,0
1704,371.0,663.0,340,275000,0
1210,168.0,411.0,172,405400,0
2097,444.0,915.0,413,228100,0
1848,479.0,921.0,477,234000,0
955,284.0,585.0,266,162500,0
4329,1110.0,2086.0,1053,243400,0
3011,542.0,1303.0,535,273800,0
1049,185.0,374.0,176,248500,0
2504,516.0,979.0,472,244000,0
1846,471.0,827.0,446,240900,0
1705,246.0,658.0,253,306300,0
1542,289.0,654.0,268,240000,1
891,300.0,384.0,146,247100,1
4051,753.0,1499.0,797,286600,1
2646,581.0,1128.0,522,266700,1
2428,525.0,1110.0,492,229800,0
2567,436.0,1119.0,415,229300,0
7031,1249.0,2930.0,1235,228400,0
1914,365.0,897.0,390,206200,0
18634,2885.0,7427.0,2718,350700,0
5785,1379.0,2973.0,1312,231000,0
2876,648.0,1340.0,632,252900,0
6909,1554.0,2974.0,1484,353900,0
5679,1270.0,2690.0,1151,291700,0
1156,365.0,583.0,326,100000,1
14316,2045.0,5781.0,2007,341600,1
3596,467.0,1738.0,512,412500,0
3541,570.0,1478.0,529,248600,1
1808,302.0,746.0,270,254900,0
2879,480.0,1235.0,455,241500,1
3204,477.0,1411.0,484,295200,0
3866,531.0,1368.0,521,340400,0
2476,368.0,1048.0,367,274700,0
2211,350.0,1004.0,365,238600,0
2663,387.0,1086.0,367,266400,0
2599,366.0,922.0,350,330200,0
4569,824.0,1950.0,819,206800,0
2973,622.0,1413.0,595,209200,0
3115,625.0,1444.0,568,195800,0
1843,282.0,749.0,269,253500,0
2053,336.0,867.0,329,241800,0
6740,1073.0,2723.0,1035,252500,0
1751,269.0,731.0,263,263900,0
1663,295.0,781.0,301,227000,0
3716,657.0,1784.0,652,220900,0
2718,447.0,1156.0,410,259300,0
1420,272.0,645.0,277,232500,0
1893,310.0,821.0,315,231600,0
3906,790.0,1912.0,770,209400,1
3402,758.0,1645.0,710,209900,0
4413,1107.0,2239.0,1051,208200,1
2304,618.0,1021.0,552,203800,0
2350,499.0,1105.0,467,195700,0
5914,1309.0,2999.0,1295,190500,0
1575,324.0,740.0,284,181000,0
1414,274.0,629.0,244,184900,0
848,202.0,314.0,205,190800,0
3051,685.0,1479.0,668,242200,0
4296,817.0,1732.0,800,188300,0
2898,557.0,1338.0,550,183500,0
1071,201.0,440.0,192,204200,0
2619,403.0,922.0,393,251900,0
1494,316.0,611.0,288,187500,0
2260,416.0,994.0,412,198200,0
1394,223.0,545.0,230,219000,0
1028,129.0,317.0,143,275000,0
3758,819.0,1573.0,736,245400,0
2163,470.0,925.0,435,177500,1
1699,408.0,768.0,385,171600,1
1555,289.0,620.0,292,183300,1
1114,206.0,425.0,207,175000,1
1498,313.0,1003.0,305,156700,0
726,147.0,519.0,135,157500,0
890,200.0,481.0,198,179800,0
2639,533.0,1209.0,519,205500,0
2562,554.0,1398.0,525,178900,0
361,69.0,158.0,58,262500,0
3008,659.0,1817.0,664,165000,0
1369,284.0,766.0,289,159700,0
1692,398.0,814.0,328,158300,0
1007,245.0,618.0,239,144800,0
3783,814.0,2139.0,789,166300,0
1507,242.0,632.0,253,191000,0
666,132.0,366.0,134,175000,0
2229,601.0,877.0,485,137500,1
2215,587.0,830.0,573,141700,1
1616,372.0,739.0,379,210900,0
1190,251.0,540.0,266,198300,0
4169,1047.0,2024.0,962,157400,0
2024,320.0,823.0,334,264700,1
1723,394.0,711.0,353,218400,0
2264,390.0,931.0,368,235100,0
1996,268.0,686.0,270,341800,0
2862,394.0,1030.0,397,367300,0
2183,383.0,976.0,392,243500,0
1037,207.0,552.0,210,167900,0
1134,153.0,340.0,171,371200,0
786,132.0,288.0,132,218900,0
1397,253.0,555.0,248,202700,0
2315,451.0,1006.0,444,186200,0
1613,339.0,776.0,346,188900,0
1421,298.0,609.0,270,180000,0
5778,1526.0,2441.0,1352,202700,0
3094,866.0,1364.0,789,181700,0
3905,1007.0,2197.0,1044,166800,0
3046,557.0,1333.0,544,183700,1
3516,710.0,1810.0,703,218000,1
998,178.0,531.0,183,191500,0
1464,244.0,672.0,261,194700,0
1463,292.0,695.0,330,187200,0
4124,1054.0,2162.0,998,223100,0
2380,769.0,1216.0,643,271300,0
1266,228.0,606.0,239,194100,0
2239,391.0,1203.0,379,190400,0
1571,317.0,874.0,301,189100,0
1501,287.0,703.0,276,197300,0
1468,252.0,733.0,229,192600,0
1118,219.0,625.0,228,192200,0
1097,208.0,568.0,225,194600,0
1719,303.0,836.0,311,193500,0
1755,365.0,952.0,362,202600,1
1687,348.0,568.0,352,83300,1
2262,391.0,1125.0,366,212600,0
2087,407.0,840.0,401,187800,0
1480,278.0,796.0,283,205700,1
1545,273.0,863.0,267,192900,0
2632,447.0,1349.0,486,205200,0
2261,443.0,929.0,383,213400,1
1670,308.0,957.0,335,183600,0
2141,535.0,1093.0,555,178400,0
3337,613.0,1489.0,607,219200,0
3184,716.0,1561.0,628,183100,1
2341,500.0,1256.0,485,157100,1
1197,269.0,695.0,279,157800,1
1131,278.0,560.0,237,161700,0
1164,284.0,632.0,289,152100,0
3495,787.0,1849.0,750,144900,0
2488,617.0,1287.0,538,179900,0
2681,508.0,1580.0,536,179100,0
2495,635.0,1571.0,579,159900,0
1689,461.0,828.0,443,161400,0
1298,306.0,835.0,338,170400,0
2693,789.0,1765.0,724,137500,0
2444,651.0,1562.0,618,155200,0
1472,310.0,768.0,309,160900,0
2227,560.0,1140.0,472,167300,0
200,25.0,83.0,31,340000,0
1283,194.0,485.0,171,431000,0
2445,590.0,1189.0,573,301100,0
1307,236.0,586.0,249,241900,0
3785,936.0,2240.0,792,162500,0
2031,357.0,867.0,352,299200,0
8299,1326.0,3827.0,1288,315500,0
7518,1279.0,3827.0,1294,216800,1
1815,426.0,1280.0,431,218100,1
5367,1207.0,2667.0,1047,170300,1
1167,370.0,253.0,137,275000,0
2607,682.0,1401.0,607,184100,0
493,168.0,233.0,152,160000,0
1252,305.0,673.0,308,175000,0
1382,353.0,704.0,314,197500,0
500,110.0,273.0,120,150000,0
2333,538.0,1120.0,540,205600,0
1834,463.0,1105.0,467,170300,0
1415,348.0,569.0,293,190900,0
1352,342.0,691.0,324,196900,0
2116,503.0,1109.0,448,174000,0
1976,481.0,1197.0,465,170200,0
1779,413.0,1061.0,400,180900,1
3659,897.0,2479.0,903,150500,0
1892,428.0,1162.0,389,167100,0
1958,484.0,1146.0,448,148900,0
1553,253.0,724.0,267,196400,0
2412,394.0,975.0,375,191100,0
2110,389.0,952.0,370,187500,0
2179,401.0,1159.0,399,180600,0
2457,445.0,1129.0,422,182800,0
2147,399.0,1175.0,401,179300,0
1676,340.0,924.0,328,179400,0
2976,518.0,1424.0,538,210300,0
3036,533.0,1366.0,500,192300,0
2472,398.0,1171.0,390,198100,1
1487,249.0,641.0,243,196200,1
2012,347.0,880.0,332,181600,1
3342,540.0,1635.0,557,186900,0
3156,534.0,1495.0,543,188300,0
1748,318.0,914.0,317,184000,0
3429,681.0,1798.0,694,184700,0
3592,703.0,1625.0,665,179900,0
1035,247.0,599.0,224,167200,0
3028,811.0,2037.0,703,165400,0
2431,655.0,1854.0,603,154000,1
2069,500.0,1408.0,478,153500,1
1340,313.0,766.0,271,135400,1
1160,259.0,725.0,274,158300,1
2015,318.0,1019.0,340,240700,1
3882,816.0,1830.0,743,180700,0
3239,671.0,1469.0,616,230600,0
2932,739.0,1198.0,624,210800,0
2104,409.0,1039.0,394,165300,0
1694,251.0,690.0,242,254200,0
3000,419.0,1155.0,415,332600,0
2419,348.0,1066.0,384,350000,0
2280,610.0,1255.0,587,161200,0
5031,1168.0,2461.0,1042,179300,0
1547,372.0,1063.0,356,154300,1
3300,790.0,2181.0,740,161800,1
5018,1439.0,3069.0,1299,161900,1
1813,393.0,1093.0,374,165400,1
1997,436.0,1349.0,437,166600,0
901,191.0,599.0,206,149700,0
686,142.0,480.0,149,162100,0
1954,464.0,1293.0,448,152600,0
2630,722.0,1414.0,634,195200,0
1130,192.0,543.0,184,190600,0
1184,200.0,572.0,194,193800,0
656,115.0,342.0,112,200600,0
2544,643.0,2332.0,603,150000,0
1305,225.0,768.0,234,185300,0
1755,316.0,913.0,299,172700,0
2843,652.0,1726.0,643,174100,0
